PARTICIPANT	SESSION_TIMESTAMP	TRIAL_N	CURRENT_TRIAL	TRIAL_TYPE	TRIAL_START_TIME	FIXATION_ONSET_TIME	STIM_ONSET_TIME	MASK_ONSET_TIME	RESPONSE_GIVEN_TIME	RT_REL_STIM_ONSET	RT_REL_MASK_ONSET	ACCURACY	TIMEOUT
S01	2021-01-13 18:19:51	34	G	NON_BLINK	1610562059.6458452	1610562059.6558442	1610562060.0638447	1610562060.272845	1610562060.553844	0.48999929428100586	0.28099894523620605	1	0
S01	2021-01-13 18:19:51	35	NG	BLINK	1610562060.553844	1610562062.572843	1610562063.0398417	1610562063.248843	1610562064.2998407	1.2599990367889404	1.0509977340698242	1	1
S01	2021-01-13 18:19:51	36	G	NON_BLINK	1610562064.2998407	1610562064.3078418	1610562064.8698423	1610562065.0798414	1610562065.3398402	0.4699978828430176	0.25999879837036133	1	0
S01	2021-01-13 18:19:51	37	NG	NON_BLINK	1610562065.3398402	1610562065.34784	1610562065.9568412	1610562066.1658404	1610562067.2158399	1.2589986324310303	1.049999475479126	1	1
S01	2021-01-13 18:19:51	38	G	NON_BLINK	1610562067.2158399	1610562067.2238402	1610562067.832839	1610562068.0408375	1610562068.3848376	0.5519986152648926	0.34400010108947754	1	0
S01	2021-01-13 18:19:51	39	G	NON_BLINK	1610562068.3848376	1610562068.3928397	1610562068.9018383	1610562069.128839	1610562069.4538372	0.5519988536834717	0.324998140335083	1	0
S01	2021-01-13 18:19:51	40	G	BLINK	1610562069.4538372	1610562071.4708364	1610562072.0798337	1610562072.2898345	1610562072.6238344	0.5440006256103516	0.3339998722076416	1	0
S01	2021-01-13 18:19:51	41	NG	NON_BLINK	1610562072.6238344	1610562072.6318343	1610562073.2398348	1610562073.4488337	1610562074.4988344	1.2589995861053467	1.0500006675720215	1	1
S01	2021-01-13 18:19:51	42	G	NON_BLINK	1610562074.4998324	1610562074.5078325	1610562075.1178334	1610562075.3258317	1610562075.6698327	0.5519993305206299	0.34400105476379395	1	0
S01	2021-01-13 18:19:51	43	G	NON_BLINK	1610562075.6698327	1610562075.6778321	1610562076.2858326	1610562076.4948332	1610562076.7778301	0.49199748039245605	0.28299689292907715	1	0
S01	2021-01-13 18:19:51	44	G	NON_BLINK	1610562076.778832	1610562076.7858315	1610562077.3458316	1610562077.5538309	1610562077.85183	0.5059983730316162	0.29799914360046387	1	0
S01	2021-01-13 18:19:51	45	G	BLINK	1610562077.85183	1610562079.8688307	1610562080.377829	1610562080.5868278	1610562080.8518298	0.4740006923675537	0.2650020122528076	1	0
S01	2021-01-13 18:19:51	46	G	NON_BLINK	1610562080.8518298	1610562080.860828	1610562081.3198273	1610562081.528828	1610562081.799826	0.4799985885620117	0.2709980010986328	1	0
S01	2021-01-13 18:19:51	47	G	NON_BLINK	1610562081.799826	1610562081.8078268	1610562082.2168264	1610562082.4258275	1610562082.682827	0.4660005569458008	0.25699949264526367	1	0
S01	2021-01-13 18:19:51	48	G	NON_BLINK	1610562082.682827	1610562082.6908283	1610562083.1008263	1610562083.309827	1610562083.5058265	0.4050002098083496	0.1959993839263916	1	0
S01	2021-01-13 18:19:51	49	G	NON_BLINK	1610562083.5058265	1610562083.5138268	1610562083.9738274	1610562084.1828263	1610562084.413824	0.43999671936035156	0.23099780082702637	1	0
S01	2021-01-13 18:19:51	50	G	BLINK	1610562084.413824	1610562086.4308228	1610562086.9398234	1610562087.1508255	1610562087.4538243	0.5140008926391602	0.30299878120422363	1	0
S01	2021-01-13 18:19:51	51	G	NON_BLINK	1610562087.4538243	1610562087.4618232	1610562087.970823	1610562088.1788216	1610562088.4268212	0.45599818229675293	0.2479996681213379	1	0
S01	2021-01-13 18:19:51	52	G	NON_BLINK	1610562088.4268212	1610562088.4348207	1610562088.8438222	1610562089.055822	1610562089.299821	0.45599865913391113	0.24399900436401367	1	0
