Unnamed: 0,Trial,T1,T2,Lag,PosT1,PosT2,Respuesta T1,Respuesta T2,Correcto T1,Correcto T2,Reaction Time T1,Reaction Time T2,condition,group
0,1,3,5,3,9,3,3,5,1,1,0.7059282000409439,1.7133838000008836,b,psilo
1,2,8,6,3,6,1,8,6,1,1,0.9180256000254304,0.7802211999660358,b,psilo
2,3,6,2,5,9,3,6,2,1,1,0.8154538999078795,0.6500238999724388,b,psilo
3,4,7,4,3,9,3,7,4,1,1,0.7554055999498814,0.7085278999293223,b,psilo
4,5,7,9,7,6,1,7,9,1,1,0.8321667000418529,0.4343600999563932,b,psilo
5,6,9,5,2,9,1,9,5,1,1,0.8991938999388367,0.4043933999491855,b,psilo
6,7,3,8,2,6,1,3,8,1,1,0.7913608000380918,0.4997374999802559,b,psilo
7,8,9,3,3,9,1,9,3,1,1,0.8131721999961883,0.415241300011985,b,psilo
8,9,6,4,5,6,1,6,8,1,0,1.1409838000545278,0.4041693999897688,b,psilo
9,10,3,6,4,6,3,6,5,0,0,1.0141833999659866,0.6814746999880299,b,psilo
10,11,7,6,1,6,3,7,6,1,1,0.7692292999709025,0.6705741999903694,b,psilo
11,12,6,9,7,6,1,6,9,1,1,1.07456890004687,0.7442254000343382,b,psilo
12,13,5,4,1,6,1,5,4,1,1,1.3770088000455871,0.2836591000668704,b,psilo
13,14,4,7,3,6,1,4,7,1,1,0.7646699999459088,0.4746218000072986,b,psilo
14,15,2,6,6,6,3,2,6,1,1,0.7200800999999046,0.4893671000609174,b,psilo
15,16,6,7,1,6,3,6,8,1,0,1.3001340999035165,1.9195235000224784,b,psilo
16,17,8,9,7,9,1,8,9,1,1,0.7317133999895304,0.5245843000011519,b,psilo
17,18,3,5,1,9,3,3,5,1,1,0.8055726999882609,0.4205740999896079,b,psilo
18,19,8,7,3,6,1,8,7,1,1,0.8499453000258654,0.3939394999761134,b,psilo
19,20,4,9,4,9,3,8,9,0,1,1.6448282001074404,0.2799663000041619,b,psilo
20,21,4,5,2,9,1,8,4,0,0,0.8159912000410259,0.3787563999649137,b,psilo
21,22,2,6,7,6,1,2,6,1,1,0.9031592999817804,0.4735428000567481,b,psilo
22,23,9,7,7,9,1,9,7,1,1,0.8064675000496209,0.2988195000216365,b,psilo
23,24,2,3,1,9,1,8,2,0,0,0.7811509999446571,0.3331062999786809,b,psilo
24,25,4,6,6,9,3,4,6,1,1,0.7023012000136077,0.5597603000933304,b,psilo
25,26,5,2,4,6,3,5,2,1,1,0.715668199933134,0.4844227000139653,b,psilo
26,27,7,4,7,6,3,7,4,1,1,0.8013149000471458,0.594837800017558,b,psilo
27,28,5,8,2,6,3,5,8,1,1,1.2254257999593392,0.2784715000307187,b,psilo
28,29,2,5,1,6,3,2,6,1,0,1.1302423001034183,0.6901009000139311,b,psilo
29,30,9,6,6,9,3,8,6,0,1,1.0681144000263885,0.3839818000560626,b,psilo
30,31,6,5,3,6,3,6,5,1,1,0.7267621000064537,0.4142813000362366,b,psilo
31,32,8,4,2,6,3,8,4,1,1,1.10594740009401,0.3309204999823123,b,psilo
32,33,6,2,4,9,1,6,2,1,1,0.7691458000335842,0.6150300999870524,b,psilo
33,34,5,6,1,6,3,5,6,1,1,0.6892778999172151,0.2788117999443784,b,psilo
34,35,7,2,5,9,3,7,2,1,1,1.0627187000354752,0.2234847999643534,b,psilo
35,36,2,5,5,9,1,2,5,1,1,0.826614800025709,0.7259182999841869,b,psilo
36,37,4,2,4,9,3,4,2,1,1,0.9027062000241132,0.548411599942483,b,psilo
37,38,4,5,4,9,1,4,5,1,1,0.870025199954398,0.2684689000016078,b,psilo
38,39,8,4,6,9,3,8,4,1,1,0.963993399986066,0.3389081999193877,b,psilo
39,40,2,9,1,9,1,2,9,1,1,0.8161754000466317,0.5948411000426859,b,psilo
40,41,3,8,3,6,3,8,4,0,0,1.1263561999658125,0.3440072999801487,b,psilo
41,42,3,6,2,6,1,3,6,1,1,0.8883024000097066,0.6398530999431387,b,psilo
42,43,3,8,1,6,1,3,8,1,1,1.0277503998950124,0.3540759000461548,b,psilo
43,44,2,9,7,9,3,2,9,1,1,0.7887763000326231,0.3016971999313682,b,psilo
44,45,9,5,2,9,3,9,5,1,1,0.8090079000685364,0.3852057000622153,b,psilo
45,46,6,8,6,9,3,6,8,1,1,1.0263159000314772,0.4392204000614583,b,psilo
46,47,4,8,3,6,3,4,8,1,1,0.7956176999723539,0.4432631999952718,b,psilo
47,48,4,2,4,6,3,4,2,1,1,0.9036231000209228,0.5196077000582591,b,psilo
48,49,4,6,6,9,3,4,6,1,1,0.7880808000918478,0.4652774999849498,b,psilo
49,50,6,4,2,6,1,6,4,1,1,0.942923599970527,0.3942264999495819,b,psilo
50,51,6,2,1,6,3,6,2,1,1,0.7914197999052703,0.6155454000690952,b,psilo
51,52,2,9,6,6,1,2,9,1,1,0.9635652999859304,0.3902272999985143,b,psilo
52,53,4,3,4,6,3,4,3,1,1,0.9655957000795752,0.4560996999498456,b,psilo
53,54,7,8,6,9,1,7,8,1,1,1.011014899937436,0.3878109999932349,b,psilo
54,55,8,2,2,9,1,8,2,1,1,0.9379533000756056,0.3483642999781295,b,psilo
55,56,7,4,6,6,1,7,4,1,1,0.9554554999340326,0.2844031000277027,b,psilo
56,57,6,3,5,9,1,6,3,1,1,0.852666600025259,0.4894108999287709,b,psilo
57,58,9,4,3,6,1,9,4,1,1,1.0304690001066774,0.4241680999984965,b,psilo
58,59,6,4,5,9,1,6,4,1,1,1.1331329999957234,0.5696666999720037,b,psilo
59,60,5,6,1,6,1,5,6,1,1,0.983060700003989,0.2177100999979302,b,psilo
60,61,6,9,7,9,1,6,8,1,0,1.183472599950619,0.5698397000087425,b,psilo
61,62,6,7,4,6,1,6,7,1,1,1.1371021999511868,0.3088320000097155,b,psilo
62,63,7,5,2,9,1,7,5,1,1,0.9380249000387266,0.3436085999710485,b,psilo
63,64,7,4,1,9,3,7,2,1,0,1.6200781000079587,0.3242320999270305,b,psilo
64,65,4,8,4,9,1,4,8,1,1,1.183337000082247,0.3834646999603137,b,psilo
65,66,4,6,3,6,3,4,6,1,1,1.2137191999936476,0.3838403000263497,b,psilo
66,67,9,2,5,9,1,9,2,1,1,1.1657371999463066,0.2984109999379143,b,psilo
67,68,8,9,3,9,3,8,9,1,1,1.073134999955073,0.2781137001002207,b,psilo
68,69,8,7,5,6,1,8,7,1,1,1.0439466999378055,0.3122178999474272,b,psilo
69,70,4,6,6,9,1,4,6,1,1,1.1022229000227526,0.3937595000024885,b,psilo
70,71,8,3,7,6,3,8,3,1,1,0.7985249999910593,0.3831210000207647,b,psilo
71,72,8,9,5,6,3,8,9,1,1,0.892297999933362,0.2779916999861598,b,psilo
72,73,9,4,6,9,1,9,4,1,1,1.1645126999355853,0.3835818000370636,b,psilo
73,74,7,9,3,9,1,7,9,1,1,0.8515107000712305,0.2834756999509409,b,psilo
74,75,2,7,1,9,1,2,7,1,1,1.0392278999788689,0.5344929000129923,b,psilo
75,76,9,3,5,6,3,9,3,1,1,0.7990961000323296,0.4237542999908328,b,psilo
76,77,7,6,6,6,1,7,8,1,0,1.0098425999749452,0.3232386999297887,b,psilo
77,78,4,2,5,9,1,4,2,1,1,1.1759239999810234,0.5037947999080643,b,psilo
78,79,9,3,2,6,3,9,3,1,1,0.9164599999785424,0.3986869000364095,b,psilo
79,80,8,9,3,9,1,8,9,1,1,0.7465831000590697,0.4236786999972537,b,psilo
80,81,6,9,4,6,1,6,9,1,1,1.243538200040348,0.3289593000663444,b,psilo
81,82,5,2,5,6,1,5,2,1,1,0.8861689999466762,1.043871600064449,b,psilo
82,83,5,9,1,9,1,5,9,1,1,1.6386555000208318,0.3382108000805601,b,psilo
83,84,6,2,7,6,3,2,6,0,0,1.273575900006108,0.5779965999536216,b,psilo
84,85,9,3,6,9,1,9,3,1,1,0.7509224000386894,0.5695394000504166,b,psilo
85,86,9,4,6,6,1,9,4,1,1,0.7980181000893936,0.3984075000043958,b,psilo
86,87,7,5,4,9,3,7,5,1,1,0.9090262999525294,0.6445725000230595,b,psilo
87,88,2,9,6,6,3,2,9,1,1,1.2410765000386164,0.4783088999101892,b,psilo
88,89,5,7,5,6,1,5,7,1,1,0.9438503999263048,0.383580399909988,b,psilo
89,90,6,8,2,6,3,6,8,1,1,0.9594629999483004,0.4138971000211313,b,psilo
90,91,8,2,7,9,1,8,2,1,1,0.8376330999890342,0.4583136000437662,b,psilo
91,92,4,7,5,6,1,4,7,1,1,0.8157573000062257,0.5391502000857145,b,psilo
92,93,3,5,4,9,1,3,5,1,1,0.6977456999011338,0.3976793999318033,b,psilo
93,94,9,2,4,6,1,9,2,1,1,0.8978369000833482,0.4080583999166265,b,psilo
94,95,6,2,7,9,1,6,2,1,1,0.8480813999194652,0.5890996000962332,b,psilo
95,96,5,8,7,9,3,5,8,1,1,0.6146763999713585,0.3888851000228897,b,psilo
96,97,4,8,6,6,3,4,8,1,1,0.6902851000195369,0.3874030999140814,b,psilo
97,98,8,6,2,9,1,8,6,1,1,0.9721931000240148,0.3273096999619156,b,psilo
98,99,6,3,7,9,1,6,3,1,1,1.0519248000346124,0.5177139000734314,b,psilo
99,100,7,2,4,9,1,7,2,1,1,0.9412174000171944,0.6241044000489637,b,psilo
100,101,9,8,3,6,1,9,8,1,1,0.8513277999591082,0.3029959000414237,b,psilo
101,102,6,2,1,9,1,6,2,1,1,0.909633900038898,0.5089762000134215,b,psilo
102,103,7,2,5,6,1,7,2,1,1,0.9144025000277908,1.3111278000287712,b,psilo
103,104,9,2,7,9,3,9,2,1,1,0.7039884999394417,0.4431208999594673,b,psilo
104,105,2,6,4,6,1,2,6,1,1,0.7739683000836521,0.412521900027059,b,psilo
105,106,4,2,7,9,3,4,2,1,1,0.8043441999470815,0.4095944999717176,b,psilo
106,107,9,7,3,6,3,9,7,1,1,0.7496835000347346,0.3936844000127166,b,psilo
107,108,5,8,7,6,1,5,8,1,1,0.7175618000328541,0.3938201999990269,b,psilo
108,109,9,6,6,9,1,9,6,1,1,0.9190891000907868,0.3891963999485597,b,psilo
109,110,4,8,3,6,3,4,8,1,1,0.7841264999005944,0.3816877999342978,b,psilo
110,111,9,8,6,6,1,9,8,1,1,0.9827472999459133,0.2740368000231683,b,psilo
111,112,6,5,7,6,1,8,5,0,1,1.27619240002241,0.9309090999886394,b,psilo
112,113,9,7,3,6,3,9,7,1,1,0.9049581999424844,0.4332379000261426,b,psilo
113,114,4,2,6,9,3,4,2,1,1,0.8207870000042021,0.7442196999909356,b,psilo
114,115,4,2,6,6,1,7,2,0,1,1.5751372000668198,0.2820273999823257,b,psilo
115,116,9,6,1,6,1,9,4,1,0,1.3363984999014065,0.4581570000154897,b,psilo
116,117,5,9,5,9,3,5,9,1,1,0.5496911000227556,0.3485144000733271,b,psilo
117,118,4,2,1,6,1,4,8,1,0,1.4850747999735177,0.3175157000077888,b,psilo
118,119,3,8,2,9,3,3,8,1,1,0.7736061998875812,0.3334402999607846,b,psilo
119,120,6,5,1,9,1,6,5,1,1,0.7465344000374898,0.2740878000622615,b,psilo
120,121,2,9,1,6,1,2,9,1,1,0.7283630999736488,0.2685529999434948,b,psilo
121,122,9,2,7,9,3,9,2,1,1,0.6363411000929773,0.3087353999726474,b,psilo
122,123,2,4,2,6,1,2,4,1,1,0.8799984999932349,0.2733134999871254,b,psilo
123,124,5,2,1,6,3,5,2,1,1,0.6743575999280438,0.3784889000235125,b,psilo
124,125,3,5,3,6,1,3,5,1,1,0.7880419000284746,0.4583974999841302,b,psilo
125,126,9,4,4,6,3,9,4,1,1,0.7063438999466598,0.4231417999835685,b,psilo
126,127,6,5,4,6,1,6,5,1,1,1.4521260999608785,0.2170617999508977,b,psilo
127,128,5,3,3,6,3,5,3,1,1,0.9544429000234232,0.4284876000601798,b,psilo
128,129,2,9,5,6,1,2,9,1,1,0.7581896000774577,0.4089197000721469,b,psilo
129,130,4,5,2,9,3,4,5,1,1,0.673333799932152,0.2230579999741166,b,psilo
130,131,3,6,7,9,3,3,6,1,1,1.08395440003369,0.593494400032796,b,psilo
131,132,9,8,5,6,3,9,8,1,1,0.6731081999605522,0.3438447000226006,b,psilo
132,133,9,8,2,9,3,9,8,1,1,0.6500218999572098,0.3600027000065893,b,psilo
133,134,7,4,4,6,3,7,4,1,1,0.9184315999737008,0.5347799999872223,b,psilo
134,135,2,8,2,9,3,2,8,1,1,0.8705178999807686,0.233454699977301,b,psilo
135,136,9,4,5,6,3,9,4,1,1,0.5940998999867588,0.3247235000599175,b,psilo
136,137,8,7,2,6,3,8,7,1,1,0.6585245999740437,0.2987853999948129,b,psilo
137,138,5,8,5,6,3,5,8,1,1,1.4486847000662235,0.4704627000028267,b,psilo
138,139,6,4,4,9,3,4,6,0,0,1.6494958000257611,0.2231257000239566,b,psilo
139,140,2,5,2,9,1,2,5,1,1,0.7307815999956802,0.3285917000612244,b,psilo
0,1,7,9,7,6,3,7,9,1,1,0.865271299961023,0.7653140999609604,a,psilo
1,2,7,2,5,6,1,7,2,1,1,1.3685826999135315,3.895451899967157,a,psilo
2,3,9,2,4,9,3,9,2,1,1,1.542793900007382,1.803355099982582,a,psilo
3,4,8,6,3,9,1,8,6,1,1,1.444234999944456,1.367346900049597,a,psilo
4,5,2,5,5,6,3,2,5,1,1,1.1094497999874875,0.5244464999996126,a,psilo
5,6,2,9,7,6,1,2,9,1,1,1.303282700013369,0.3930898000253364,a,psilo
6,7,6,4,2,9,3,6,4,1,1,1.1110050000716,0.8294038999592885,a,psilo
7,8,7,5,2,6,1,7,5,1,1,1.2412556000053885,0.9322898000245914,a,psilo
8,9,3,6,7,9,1,3,6,1,1,1.2063686000183225,0.514585500000976,a,psilo
9,10,9,6,4,9,3,9,6,1,1,1.2263551999349147,0.6149026999482885,a,psilo
10,11,9,5,6,9,3,9,5,1,1,1.1577413000632075,0.4834203999489546,a,psilo
11,12,8,3,6,9,1,8,3,1,1,1.3225959999253971,0.4240245999535545,a,psilo
12,13,6,3,7,6,1,6,3,1,1,2.5000606999965385,0.6952254000352696,a,psilo
13,14,8,4,1,9,3,8,4,1,1,1.8338704000925643,1.9388803999172524,a,psilo
14,15,6,7,7,6,1,6,7,1,1,3.0000206999247894,0.5644127000123262,a,psilo
15,16,2,9,6,9,3,2,9,1,1,1.3893480999395251,0.5757370000937954,a,psilo
16,17,5,4,6,9,3,5,4,1,1,1.0681993000907823,0.584407199989073,a,psilo
17,18,3,8,7,6,1,3,8,1,1,1.7748160000192,0.3381094000069424,a,psilo
18,19,8,6,1,6,1,8,9,1,0,2.391599499969743,1.151684100041166,a,psilo
19,20,5,8,7,6,1,5,8,1,1,1.6230787999229506,0.3286676999414339,a,psilo
20,21,9,8,2,9,1,9,8,1,1,1.2179706000024453,0.3289602999575436,a,psilo
21,22,4,3,6,6,3,4,3,1,1,1.1537533999653533,0.2987564000068232,a,psilo
22,23,4,6,5,6,1,4,6,1,1,1.8057634000433609,0.4192740999860689,a,psilo
23,24,3,7,1,9,1,3,9,1,0,1.9106150000588968,0.2282069999491796,a,psilo
24,25,3,6,1,6,1,3,6,1,1,1.3306449999799952,1.9642513000871984,a,psilo
25,26,9,5,3,6,1,9,5,1,1,1.115253199939616,0.6396976999239996,a,psilo
26,27,8,5,5,9,3,8,5,1,1,0.9820452999556436,0.554531899979338,a,psilo
27,28,5,7,4,6,1,5,7,1,1,1.6894903999054804,0.2720943000167608,a,psilo
28,29,4,3,5,9,3,4,3,1,1,1.2192061999812722,0.6993147000903264,a,psilo
29,30,5,4,3,9,3,5,4,1,1,1.3780334000475705,0.7335235000355169,a,psilo
30,31,4,2,2,9,3,4,2,1,1,1.033495399984531,0.6145335999317467,a,psilo
31,32,3,7,3,6,1,3,7,1,1,1.6583405999699607,0.8002204999793321,a,psilo
32,33,9,3,3,9,3,9,3,1,1,1.2217722000787037,0.3994862000690773,a,psilo
33,34,9,7,2,6,1,9,7,1,1,1.084090600023046,0.5153194000013173,a,psilo
34,35,8,7,1,6,1,8,7,1,1,1.5488145999843257,0.3237940999679267,a,psilo
35,36,3,7,1,6,3,3,7,1,1,2.0067445000167936,0.464233300066553,a,psilo
36,37,9,7,3,6,3,9,7,1,1,1.1211829000385478,0.5395045999903232,a,psilo
37,38,4,5,3,9,3,4,5,1,1,1.0477970000356436,0.2986774999881163,a,psilo
38,39,5,8,3,6,1,7,9,0,0,1.7207774000708014,0.5695726000703871,a,psilo
39,40,6,4,3,6,3,6,4,1,1,2.955858200090006,1.618824200006202,a,psilo
40,41,9,8,4,9,1,9,8,1,1,1.1835533999837935,0.2934899000683799,a,psilo
41,42,4,2,7,9,3,4,2,1,1,1.2113828000146896,0.7140991999767721,a,psilo
42,43,2,9,7,6,3,2,9,1,1,1.1543051999760792,0.3135470999404788,a,psilo
43,44,3,8,5,9,3,3,8,1,1,1.1522061000578103,0.6783279000082985,a,psilo
44,45,3,8,2,9,1,3,8,1,1,1.390785800060257,0.2724906000075862,a,psilo
45,46,9,7,7,9,1,9,7,1,1,1.3738875000271946,0.6547615999588743,a,psilo
46,47,3,5,4,6,1,3,5,1,1,1.4546318999491632,0.5695779999950901,a,psilo
47,48,8,9,2,9,3,8,9,1,1,1.3500472999876365,0.2926413000095635,a,psilo
48,49,3,4,2,9,3,3,4,1,1,0.7596353000262752,0.6698103999951854,a,psilo
49,50,7,6,4,9,1,7,6,1,1,1.206494600046426,0.2520159999839961,a,psilo
50,51,2,4,6,6,1,2,4,1,1,0.9756307000061496,0.5995713999727741,a,psilo
51,52,2,7,1,6,1,2,7,1,1,1.5078235999681056,1.0352636000607165,a,psilo
52,53,6,8,4,6,1,6,8,1,1,1.3875282999360934,0.5137667999370024,a,psilo
53,54,6,7,1,9,3,6,7,1,1,3.2346868000458926,0.1919909000862389,a,psilo
54,55,7,4,4,9,3,7,4,1,1,1.6442428999580443,1.1459269999759272,a,psilo
55,56,9,8,1,6,1,9,8,1,1,0.9787823000224308,0.2079117000102996,a,psilo
56,57,9,6,3,6,1,7,8,0,0,2.6822324000531808,0.2686177999712527,a,psilo
57,58,5,2,3,9,3,5,2,1,1,0.9927716000238432,0.8254128000698984,a,psilo
58,59,5,2,6,9,1,5,2,1,1,1.3558655999368057,0.8012138999765739,a,psilo
59,60,5,3,3,9,3,5,3,1,1,1.16794959991239,0.5652577999280766,a,psilo
60,61,9,8,3,6,1,2,8,0,1,1.913510199985467,0.1728399000130593,a,psilo
61,62,9,2,7,9,3,9,2,1,1,1.1032681000651792,0.865469399956055,a,psilo
62,63,8,5,7,9,1,8,5,1,1,4.834676200058311,0.5396195000503212,a,psilo
63,64,8,9,6,9,1,8,9,1,1,1.040749799925834,0.4396512999664992,a,psilo
64,65,9,8,4,6,3,9,8,1,1,0.9357679999666288,0.2485416999552399,a,psilo
65,66,9,4,1,6,3,9,7,1,0,1.4787429999560118,0.3941470000427216,a,psilo
66,67,9,7,5,6,1,9,7,1,1,1.1216090000234544,0.263664000085555,a,psilo
67,68,9,2,6,9,1,9,2,1,1,1.1444363000337034,0.3435962999938056,a,psilo
68,69,5,2,1,9,3,5,2,1,1,1.5400466000428423,1.101518900017254,a,psilo
69,70,8,2,7,9,1,8,2,1,1,1.1621924000792203,0.4643387000542134,a,psilo
70,71,2,3,5,6,1,2,3,1,1,1.4464739999966696,1.1567044999683276,a,psilo
71,72,5,8,4,9,1,5,8,1,1,1.3080784999765456,0.2694735999684781,a,psilo
72,73,8,3,6,6,3,8,3,1,1,2.4665409999433905,0.5279580999631435,a,psilo
73,74,8,5,4,6,3,8,5,1,1,2.95069899992086,0.3888240000233054,a,psilo
74,75,8,2,7,9,1,8,2,1,1,1.117718799971044,0.4691364000318572,a,psilo
75,76,6,3,5,9,1,6,3,1,1,2.045476999948733,0.7347096999874339,a,psilo
76,77,4,5,5,9,1,4,5,1,1,1.5147481999592856,0.0227390000363811,a,psilo
77,78,8,9,4,9,3,8,9,1,1,0.915038299979642,0.108886900008656,a,psilo
78,79,9,4,1,9,1,9,4,1,1,2.2612353999866173,0.1886249999515712,a,psilo
79,80,5,2,5,6,3,5,2,1,1,1.6920682999771088,0.6999181000282988,a,psilo
80,81,9,6,5,9,3,9,6,1,1,1.123992700013332,0.3738484000787139,a,psilo
81,82,5,3,7,6,3,5,3,1,1,1.155402399948798,0.5430030999705195,a,psilo
82,83,3,4,6,9,3,3,4,1,1,1.259630599990487,0.1828246000222861,a,psilo
83,84,2,5,1,9,3,2,5,1,1,1.028627600055188,0.574989499989897,a,psilo
84,85,8,5,4,9,3,8,5,1,1,0.8535466999746859,0.4040371000301093,a,psilo
85,86,6,5,1,6,3,2,9,0,0,1.6129408999113366,0.1473700000206008,a,psilo
86,87,2,9,2,6,3,2,9,1,1,1.5218937998870388,0.1377941000973805,a,psilo
87,88,5,7,6,9,1,5,7,1,1,1.289550199988298,0.3136761999921873,a,psilo
88,89,3,2,5,6,1,7,2,0,1,2.053062899969518,0.7198824000079185,a,psilo
89,90,9,4,2,9,1,9,4,1,1,1.9015510000754148,0.7546084999339655,a,psilo
90,91,3,4,4,9,3,3,4,1,1,0.8259533999953419,0.1217756000114604,a,psilo
91,92,8,6,3,6,3,8,6,1,1,0.8641276999842376,0.5439876000164077,a,psilo
92,93,3,5,6,9,3,3,5,1,1,1.0400557999964803,0.3639958000276238,a,psilo
93,94,6,8,7,9,1,6,8,1,1,1.6992691999766976,0.2985464000375941,a,psilo
94,95,2,7,6,9,1,2,9,1,0,2.373293799930252,0.0972957999911159,a,psilo
95,96,6,4,4,9,1,6,4,1,1,1.989429200068116,1.221655400004238,a,psilo
96,97,5,3,2,6,1,5,3,1,1,1.332777600036934,0.7651282999431714,a,psilo
97,98,4,3,2,6,3,4,3,1,1,1.1069503999315202,0.259611599962227,a,psilo
98,99,3,8,3,9,1,3,8,1,1,1.4934099999954924,0.8242141000228003,a,psilo
99,100,4,3,6,9,1,4,3,1,1,1.1393893000204116,0.106608200003393,a,psilo
100,101,7,5,4,6,3,7,5,1,1,1.2743225999874994,0.6085793999955058,a,psilo
101,102,3,5,2,6,3,3,5,1,1,1.554152199998498,0.431116700056009,a,psilo
102,103,2,9,3,9,1,2,9,1,1,1.9699656999437136,0.5143862999975681,a,psilo
103,104,2,6,1,6,3,2,6,1,1,1.2069643998984247,0.4451933000236749,a,psilo
104,105,2,7,1,6,1,2,7,1,1,1.1297651999630034,0.5510094000492245,a,psilo
105,106,4,3,5,6,1,4,3,1,1,1.6679185000248251,0.148334400029853,a,psilo
106,107,3,6,2,9,1,3,6,1,1,1.148060500039719,0.4382096999324858,a,psilo
107,108,8,2,6,9,3,8,2,1,1,1.4109116999898106,0.8944236999377608,a,psilo
108,109,8,5,2,9,1,8,5,1,1,1.9463503999868408,1.125987199950032,a,psilo
109,110,7,3,1,6,1,3,4,0,0,1.556134799961001,0.2477404000237584,a,psilo
110,111,4,2,7,6,3,4,2,1,1,1.0042026999872178,0.413953399984166,a,psilo
111,112,8,9,5,6,3,8,9,1,1,1.4600630000932142,0.2283953999867662,a,psilo
112,113,3,6,5,6,1,3,6,1,1,1.5269194999709723,0.6749417999526486,a,psilo
113,114,8,7,4,9,3,8,7,1,1,1.32694309996441,0.2671758999349549,a,psilo
114,115,6,7,6,9,3,6,7,1,1,1.090068900026381,0.3131885000038892,a,psilo
115,116,3,7,7,6,1,3,6,1,0,1.2885550000937656,0.7853022000053898,a,psilo
116,117,4,2,6,6,3,4,2,1,1,1.008565100026317,0.6592104999581352,a,psilo
117,118,2,7,2,6,3,2,3,1,0,0.9565259000519292,0.3688960999716073,a,psilo
118,119,4,3,1,6,3,4,3,1,1,1.2275536000961438,0.1686859000474214,a,psilo
119,120,8,7,3,6,3,8,7,1,1,1.057063499931246,0.263793500023894,a,psilo
120,121,5,3,2,6,3,5,3,1,1,1.128733600024134,0.8354597999714315,a,psilo
121,122,4,8,4,9,1,4,8,1,1,1.2877458999864757,0.8493696000659838,a,psilo
122,123,4,7,3,9,3,4,7,1,1,1.0168414000654593,0.5596809000708163,a,psilo
123,124,2,7,1,9,1,2,7,1,1,1.501743400003761,0.9253795000258832,a,psilo
124,125,8,4,1,6,1,8,3,1,0,1.95862099993974,0.8104213000042364,a,psilo
125,126,9,6,2,9,3,9,6,1,1,1.324136900017038,0.4342052999418229,a,psilo
126,127,8,3,5,9,3,8,3,1,1,1.4988245000131428,0.7300471999915317,a,psilo
127,128,8,2,2,9,1,8,2,1,1,1.645239099976607,0.8200495999772102,a,psilo
128,129,3,7,4,6,1,3,7,1,1,1.2401602000463754,0.7652679999591783,a,psilo
129,130,7,5,5,9,1,7,5,1,1,1.2825087000383064,0.5045212999684736,a,psilo
130,131,2,9,6,9,3,2,9,1,1,1.1087343000108376,0.8600789000047371,a,psilo
131,132,4,5,5,6,3,4,5,1,1,1.3881454000947997,0.1281141999643296,a,psilo
132,133,8,3,6,6,1,8,3,1,1,1.2811792999273166,0.7704061000840738,a,psilo
133,134,2,6,2,9,1,3,6,0,1,1.9035883999895304,0.841439799987711,a,psilo
134,135,7,3,5,6,3,7,3,1,1,1.0077342999866232,0.6188339999644086,a,psilo
135,136,6,2,3,9,1,6,2,1,1,1.62643860001117,0.7927879999624565,a,psilo
136,137,4,8,4,9,3,2,8,0,1,1.6771073000272736,0.3583782999776304,a,psilo
137,138,9,6,7,6,3,9,6,1,1,0.8359690000070259,0.89060599997174,a,psilo
138,139,3,2,7,6,1,3,2,1,1,0.9268409999785944,0.1232640000525862,a,psilo
139,140,5,4,3,6,1,5,4,1,1,0.8291321999859065,0.2136035999283194,a,psilo
0,1,7,9,7,6,3,7,9,1,1,1.0112342000938952,2.1200415999628603,b,psilo
1,2,7,9,5,9,1,7,9,1,1,0.8595396999735385,0.474417999968864,b,psilo
2,3,4,5,3,9,3,4,5,1,1,1.7729622999904675,0.4021843000082299,b,psilo
3,4,4,6,5,6,3,4,6,1,1,1.11597449996043,0.6663978999713436,b,psilo
4,5,5,3,2,6,3,5,3,1,1,0.971234199940227,0.5393810999812558,b,psilo
5,6,5,8,1,6,3,5,8,1,1,1.093406799947843,0.4334440999664366,b,psilo
6,7,8,4,4,6,3,8,4,1,1,1.380503199994564,0.6341254999861121,b,psilo
7,8,6,2,5,6,1,6,2,1,1,1.3910948999691757,0.7998020000522956,b,psilo
8,9,5,4,1,6,3,5,4,1,1,1.1315399000886828,0.3830298000248149,b,psilo
9,10,6,4,6,6,1,6,4,1,1,1.698214999982156,0.7177831999724731,b,psilo
10,11,5,6,3,9,1,5,6,1,1,1.1178515000501648,0.3602102000731975,b,psilo
11,12,8,9,1,6,3,8,9,1,1,1.230503600090742,0.3430894999764859,b,psilo
12,13,5,9,5,6,1,5,9,1,1,1.970947099965997,1.1248992000473663,b,psilo
13,14,5,7,4,9,1,5,7,1,1,1.2743187999585643,0.3457547000143677,b,psilo
14,15,7,5,4,9,1,7,5,1,1,1.4677915999200195,0.3674598999787122,b,psilo
15,16,7,8,1,6,1,7,8,1,1,1.4483877000166103,0.2459076999220997,b,psilo
16,17,8,6,1,9,3,8,6,1,1,1.1442534000379965,0.4829508999828249,b,psilo
17,18,5,3,2,6,3,5,3,1,1,1.3183093999978155,0.4747455000178888,b,psilo
18,19,3,7,5,9,3,3,2,1,0,1.4048543000826612,0.9062349000014364,b,psilo
19,20,3,6,1,9,1,3,2,1,0,1.3347350999247285,0.4968095999211073,b,psilo
20,21,4,6,5,9,1,4,6,1,1,1.2282606000080705,0.4783535000169649,b,psilo
21,22,5,9,7,9,3,5,9,1,1,1.1695904000662267,0.6698857999872416,b,psilo
22,23,7,3,1,6,3,7,5,1,0,1.957899700035341,0.7662405000301078,b,psilo
23,24,8,3,3,9,1,8,3,1,1,1.1250501999165865,0.5783362999791279,b,psilo
