Unnamed: 0,Trial,T1,T2,Lag,PosT1,PosT2,Respuesta T1,Respuesta T2,Correcto T1,Correcto T2,Reaction Time T1,Reaction Time T2,condition,group
14,15,5,4,6,9,3,5,4,1,1,1.3380170000000362,0.4694328000005043,a,placebo
15,16,6,2,1,9,3,6,3,1,0,1.8650062999986403,1.2167570999990858,a,placebo
16,17,7,8,3,9,3,7,9,1,0,1.9044721999998728,0.6509515999987343,a,placebo
17,18,8,4,3,9,3,8,4,1,1,1.6014570999996067,0.5407054999996035,a,placebo
18,19,5,4,1,6,1,5,4,1,1,1.2868732000006275,0.4131804999997257,a,placebo
19,20,2,3,1,9,3,3,4,0,0,2.976358099998833,0.3235943999989104,a,placebo
20,21,7,3,6,9,1,7,3,1,1,3.1155390000003536,0.4438953000008041,a,placebo
21,22,5,4,2,9,3,5,4,1,1,1.727849999999307,0.3488715000003139,a,placebo
22,23,5,9,4,6,1,5,2,1,0,2.7119378999996115,0.5396911999996519,a,placebo
23,24,2,8,2,6,3,2,4,1,0,1.5895244000003004,0.5396630999985064,a,placebo
24,25,8,2,5,6,1,8,2,1,1,1.620880300000863,0.4843369999998685,a,placebo
25,26,2,7,6,6,3,2,7,1,1,1.5133702999992238,0.4439304000006814,a,placebo
26,27,9,4,3,6,3,4,9,0,0,1.872088000000076,0.4090515999996569,a,placebo
27,28,5,4,6,9,1,5,4,1,1,1.1224648999996134,0.3191070000011677,a,placebo
28,29,3,2,2,9,1,3,2,1,1,1.885502400000405,0.2488865999985137,a,placebo
29,30,6,5,1,9,1,6,5,1,1,1.7861953999999969,0.2688714999985677,a,placebo
30,31,3,7,5,6,3,3,7,1,1,1.726283299998613,0.3940674000004946,a,placebo
31,32,2,8,5,9,3,2,8,1,1,1.262300000000323,0.3681560000004538,a,placebo
32,33,6,9,5,9,3,6,9,1,1,1.5727920999997878,0.3840641999995569,a,placebo
33,34,5,7,5,9,3,5,7,1,1,1.362505400000373,0.3088081000005331,a,placebo
34,35,7,2,5,6,1,7,2,1,1,1.538687399999617,0.2837720000006811,a,placebo
35,36,8,2,1,9,3,8,2,1,1,1.8942970000007333,0.2337610000013228,a,placebo
36,37,6,2,2,9,3,6,2,1,1,1.6247039000008954,0.3087821999997686,a,placebo
37,38,5,8,2,9,3,8,2,0,0,2.159238100000948,0.1633533999993233,a,placebo
38,39,9,4,5,6,1,9,4,1,1,1.3744057000003522,0.3580653000008169,a,placebo
39,40,6,8,6,9,3,6,8,1,1,1.4803900999995676,0.4593989000004512,a,placebo
40,41,9,2,7,6,1,9,4,1,0,1.979627899998377,0.3289408000000549,a,placebo
41,42,3,5,4,9,3,3,5,1,1,1.7639208000000508,0.7797567000015988,a,placebo
42,43,6,3,7,6,1,6,3,1,1,1.4507421999987855,0.388752699998804,a,placebo
43,44,6,4,5,6,3,4,2,0,0,1.700675100000808,0.4092283999998471,a,placebo
44,45,3,6,6,6,3,3,6,1,1,1.2689308999997593,0.9210230999997292,a,placebo
45,46,7,6,4,9,3,7,2,1,0,2.1654779000000417,0.4494000000013329,a,placebo
46,47,8,2,7,6,1,8,2,1,1,1.4416380000002391,0.4946822999991127,a,placebo
47,48,5,4,2,6,3,5,2,1,0,1.918828300000314,0.6900850999991235,a,placebo
48,49,7,8,7,9,3,2,8,0,1,1.893642799999725,1.1816753999992216,a,placebo
49,50,7,3,3,9,1,7,3,1,1,1.835436299999856,0.5594943000014609,a,placebo
50,51,2,7,2,6,1,2,7,1,1,2.3468969000005018,0.4344121000012819,a,placebo
51,52,8,5,6,6,1,8,5,1,1,1.4146989000000758,0.7905503999991197,a,placebo
52,53,3,4,1,6,3,3,2,1,0,1.5983730999996624,0.5636066999995819,a,placebo
53,54,7,3,5,6,1,7,3,1,1,1.5324756000009074,0.4090384999999514,a,placebo
54,55,2,8,6,6,1,2,8,1,1,1.5408570999989024,0.4705269000005501,a,placebo
55,56,5,6,4,9,1,5,6,1,1,1.267777600000045,0.2837920000001759,a,placebo
56,57,4,7,6,9,3,4,7,1,1,1.3090677999989566,0.4537354000003688,a,placebo
57,58,4,8,6,9,3,4,8,1,1,1.8731320000006235,0.3725461000012728,a,placebo
58,59,3,8,2,9,1,2,3,0,0,1.739408600000388,1.7088034999997035,a,placebo
59,60,4,3,6,9,3,4,3,1,1,1.5560937999998714,0.6551647999986017,a,placebo
60,61,3,5,1,6,3,3,9,1,0,2.135920400000032,0.9090514999988956,a,placebo
61,62,6,4,5,6,1,6,4,1,1,1.3807976999996754,0.9348761000001105,a,placebo
62,63,6,3,5,9,3,3,2,0,0,1.4401029000000565,1.6431813999988665,a,placebo
63,64,5,7,5,6,3,4,5,0,0,2.468326000000161,0.3072900000006484,a,placebo
64,65,8,4,7,9,3,8,4,1,1,1.6527489999989484,0.3888924000002589,a,placebo
65,66,6,5,4,9,3,9,3,0,0,3.4547399999992194,0.8003344999997353,a,placebo
66,67,5,9,1,6,1,5,2,1,0,1.85587889999988,0.790469600000506,a,placebo
67,68,4,2,2,6,1,4,2,1,1,2.1097137999986444,0.3237721000004967,a,placebo
68,69,3,9,1,6,1,3,7,1,0,2.3232539999989967,2.2193922999995266,a,placebo
69,70,8,7,3,9,1,8,7,1,1,2.6803672999994888,0.2937397999994573,a,placebo
70,71,5,6,6,6,1,5,6,1,1,1.4307979000004707,0.2689938000003167,a,placebo
71,72,4,2,3,9,3,4,2,1,1,1.3173520999989703,0.5735390999998344,a,placebo
72,73,4,9,5,9,1,4,9,1,1,2.083196900000985,0.3941825999991124,a,placebo
73,74,6,5,6,9,3,6,5,1,1,1.251232999999047,0.3291484000001219,a,placebo
74,75,3,9,2,6,3,3,9,1,1,1.551402799999778,0.5697232000002259,a,placebo
75,76,4,6,1,6,1,4,2,1,0,1.9104936999992788,0.5592792999996163,a,placebo
