Unnamed: 0,Trial,T1,T2,Lag,PosT1,PosT2,Respuesta T1,Respuesta T2,Correcto T1,Correcto T2,Reaction Time T1,Reaction Time T2,condition,group
106,107,7,4,1,6,3,7,4,1,1,0.9311689999885856,0.1214964999817311,b,placebo
107,108,6,4,5,9,1,6,4,1,1,0.6904287999495864,0.1559222999494522,b,placebo
108,109,4,2,6,9,3,4,2,1,1,0.5632048000115901,0.1601122999563813,b,placebo
109,110,5,4,1,9,1,5,4,1,1,0.695593599928543,0.1555928000016138,b,placebo
110,111,5,3,6,6,3,5,3,1,1,0.7237075000302866,0.1997533999383449,b,placebo
111,112,3,5,3,9,1,3,5,1,1,1.3406099999556318,0.2025095000863075,b,placebo
112,113,7,2,2,6,3,7,2,1,1,0.8122448999201879,0.3998798999236896,b,placebo
113,114,4,7,6,9,3,4,7,1,1,0.8327379999682307,0.1164856000104919,b,placebo
114,115,5,8,7,9,3,5,8,1,1,1.0953754999209195,0.1828425000421703,b,placebo
115,116,7,2,5,6,1,7,2,1,1,0.982998999999836,0.2668390999315306,b,placebo
116,117,4,3,4,6,1,4,3,1,1,0.6401834000134841,0.1732327000936493,b,placebo
117,118,7,6,3,9,3,7,6,1,1,0.7324461999814957,0.2129443999147042,b,placebo
118,119,2,8,3,6,1,2,8,1,1,0.8063409000169486,0.349669300019741,b,placebo
119,120,6,2,1,9,1,6,2,1,1,1.283292399952188,0.2001766000175848,b,placebo
120,121,3,9,6,6,3,3,9,1,1,0.7873787001008168,0.3691391999600455,b,placebo
121,122,7,5,1,9,3,7,5,1,1,0.661708900006488,0.1704670999897644,b,placebo
122,123,6,5,5,6,3,6,5,1,1,0.5108269000193104,0.1139320998918265,b,placebo
123,124,2,6,1,6,3,2,6,1,1,0.6409459999995306,0.2451643999665975,b,placebo
124,125,3,6,1,6,3,3,6,1,1,0.8413515000138432,0.1517537001054734,b,placebo
125,126,2,8,1,6,3,2,8,1,1,0.5458844000240788,0.202479200088419,b,placebo
126,127,6,8,3,9,1,6,8,1,1,1.0121311000548303,0.5348511000629514,b,placebo
127,128,6,9,4,6,1,2,9,0,1,0.6908759999787435,0.1731896999990567,b,placebo
128,129,6,2,1,6,3,2,6,0,0,1.0124386999523267,0.0891595999710261,b,placebo
129,130,3,8,4,9,3,8,3,0,0,0.9726588999619707,0.9041137000313028,b,placebo
130,131,6,5,3,6,1,6,5,1,1,0.9040534000378102,0.1389213999500498,b,placebo
131,132,2,5,4,6,1,2,5,1,1,0.7094828999834135,0.2373724000062793,b,placebo
132,133,6,8,1,9,1,6,8,1,1,0.9821474000345916,0.1209138999693095,b,placebo
133,134,6,3,7,6,3,6,3,1,1,0.5802972000092268,0.2303623000625521,b,placebo
134,135,5,2,6,6,3,5,2,1,1,0.47310970001854,0.367292599985376,b,placebo
135,136,7,4,3,9,1,7,4,1,1,0.7130579999648035,0.371854200027883,b,placebo
136,137,7,6,2,9,1,7,6,1,1,0.5238317999755964,0.3345032000215724,b,placebo
137,138,7,3,2,9,3,6,3,0,1,0.942193099996075,0.30278420005925,b,placebo
138,139,2,8,6,6,3,2,8,1,1,0.5627741999924183,0.3905231000389904,b,placebo
139,140,2,5,2,9,3,2,5,1,1,0.8205184999387711,0.333968500024639,b,placebo
0,1,2,3,5,9,1,2,3,1,1,0.7628765999979805,0.5392922000028193,b,placebo
1,2,3,2,4,6,1,3,2,1,1,0.7610202000068966,0.4807948999805376,b,placebo
2,3,8,9,6,6,1,8,9,1,1,1.073651200014865,0.3476040999812539,b,placebo
3,4,7,3,6,9,3,7,3,1,1,0.9954557000019122,0.4587906999804545,b,placebo
4,5,8,9,3,9,1,8,9,1,1,0.8984916000044905,0.3302401000109967,b,placebo
5,6,8,7,6,9,1,8,7,1,1,0.8564081999938935,0.3543807000096421,b,placebo
6,7,3,8,1,9,1,3,8,1,1,1.2615693999978248,0.5416009000036865,b,placebo
7,8,9,7,4,6,1,9,7,1,1,1.0491249000187963,0.3500072999740951,b,placebo
8,9,8,5,6,6,1,8,5,1,1,0.9344113999977708,0.4505955999775324,b,placebo
9,10,4,3,7,6,3,4,3,1,1,1.0952350000152364,0.2590775999997277,b,placebo
10,11,3,4,2,9,1,3,7,1,0,1.8489532999810765,0.7316244000103325,b,placebo
11,12,3,4,5,9,3,3,4,1,1,0.967190199997276,0.2840727000148035,b,placebo
12,13,2,6,6,6,1,2,6,1,1,1.1225123000040185,0.5974996000004467,b,placebo
13,14,7,6,5,6,3,7,6,1,1,0.6909612999879755,0.2805546000017784,b,placebo
14,15,2,4,1,6,1,2,4,1,1,1.4254123000137042,0.4193911000038497,b,placebo
15,16,6,9,2,6,1,6,9,1,1,1.6647434000042267,0.9506721000070684,b,placebo
16,17,9,4,4,6,1,9,4,1,1,0.732740899984492,0.4316460999834817,b,placebo
17,18,5,2,3,6,1,5,2,1,1,0.955147799977567,0.7216093000024557,b,placebo
18,19,3,8,7,6,1,3,8,1,1,1.0979845999972897,0.694917799992254,b,placebo
19,20,7,9,2,6,3,7,9,1,1,0.638551300013205,0.493911500001559,b,placebo
20,21,9,8,1,6,3,9,8,1,1,0.8956215000071097,0.2989176000119187,b,placebo
21,22,8,7,5,6,3,8,7,1,1,0.7130513000010978,0.2909305000212043,b,placebo
22,23,4,7,3,6,3,4,7,1,1,0.8012701999978162,0.5309942000021692,b,placebo
23,24,4,2,1,9,3,4,2,1,1,0.9061934999772348,0.3612709000008181,b,placebo
24,25,6,2,4,6,3,6,2,1,1,0.8816347999963909,0.8281115999852773,b,placebo
25,26,5,8,5,6,3,5,8,1,1,0.8387776000017766,0.5745563000091352,b,placebo
26,27,4,8,4,9,3,4,8,1,1,1.0491403999913018,0.533266399987042,b,placebo
27,28,5,6,2,9,3,5,6,1,1,0.9023371999792288,0.436321199988015,b,placebo
28,29,8,2,3,9,1,8,2,1,1,0.8003500000049826,0.582360600004904,b,placebo
29,30,6,7,5,9,1,6,7,1,1,1.1077094999782275,0.2356292000040412,b,placebo
30,31,6,7,2,6,1,6,7,1,1,1.4187920999829655,0.2350860000005923,b,placebo
31,32,3,2,5,9,1,3,2,1,1,0.9502235999971164,0.2122780000208877,b,placebo
32,33,9,5,1,9,3,9,5,1,1,0.9506885000155308,0.3702501999796368,b,placebo
33,34,3,7,5,9,3,3,7,1,1,0.8484354000247549,0.5649971000093501,b,placebo
34,35,2,3,1,6,1,2,3,1,1,1.2754066000052262,0.2164923999807797,b,placebo
35,36,6,5,2,6,1,6,5,1,1,1.0885460999852512,0.2670747000083793,b,placebo
36,37,5,2,2,6,1,5,2,1,1,0.9522593999863602,0.4824497000081464,b,placebo
37,38,4,2,2,6,3,4,2,1,1,0.8613515000033658,0.329996199987363,b,placebo
38,39,5,2,7,6,1,5,2,1,1,0.8886665999889374,0.458746299991617,b,placebo
39,40,4,7,1,9,3,4,7,1,1,1.1683180000109132,0.5724507999839261,b,placebo
40,41,4,6,6,6,1,4,6,1,1,1.308427899988601,0.6141519999946468,b,placebo
41,42,2,8,1,6,3,2,3,1,0,1.0860264000075404,0.2250985999999102,b,placebo
42,43,6,9,4,9,1,6,9,1,1,1.5604203999973834,0.1959126999718137,b,placebo
43,44,8,3,5,6,1,8,3,1,1,0.8796052999969106,0.4500453999789897,b,placebo
44,45,4,5,7,6,1,4,5,1,1,0.8537325000215787,0.233840600005351,b,placebo
45,46,7,4,7,9,3,7,4,1,1,0.588275700021768,0.4588010000006761,b,placebo
46,47,7,3,6,6,3,7,3,1,1,0.7500847999763209,0.4577759000239894,b,placebo
47,48,8,9,3,6,3,8,9,1,1,0.7211443000123836,0.2682512000028509,b,placebo
48,49,5,8,1,9,3,5,8,1,1,1.3754315999976825,0.484948199999053,b,placebo
49,50,7,2,2,6,1,7,2,1,1,1.783832099987194,0.4969981999893207,b,placebo
50,51,9,2,2,9,3,9,2,1,1,1.108167200000025,0.702331000007689,b,placebo
51,52,2,4,4,9,1,2,4,1,1,1.2298057999869343,0.339851800003089,b,placebo
52,53,5,8,5,9,1,5,8,1,1,0.982199699996272,0.5809828999917954,b,placebo
53,54,8,7,7,6,3,8,7,1,1,0.7850135000189766,0.2806515999836847,b,placebo
54,55,9,3,3,9,1,9,2,1,0,2.548521899996558,0.7137386999966111,b,placebo
55,56,2,8,7,9,3,2,8,1,1,0.7444376999919768,0.6284075000148732,b,placebo
56,57,5,2,7,6,1,5,2,1,1,0.8868986000015866,0.4989842999784741,b,placebo
57,58,4,2,2,9,1,4,2,1,1,0.9922825999965426,0.3227688999904785,b,placebo
58,59,5,2,3,6,1,5,2,1,1,0.8046826999925543,0.3852691999927629,b,placebo
59,60,5,2,2,6,3,5,2,1,1,1.0345772000146098,0.4187960999843199,b,placebo
60,61,7,8,2,9,1,7,8,1,1,1.0040148999833036,0.2276410000049509,b,placebo
61,62,3,2,6,6,3,3,2,1,1,0.9825713000027464,0.2344275999930687,b,placebo
62,63,7,8,2,9,1,7,8,1,1,0.7926366000028793,0.2979236999817658,b,placebo
63,64,6,3,6,6,3,6,3,1,1,0.8455133000097703,0.4906658999971114,b,placebo
64,65,7,5,4,9,3,7,5,1,1,0.777685900015058,0.3628619000082835,b,placebo
65,66,5,3,7,6,3,5,3,1,1,0.6912062000192236,0.3176235000137239,b,placebo
66,67,2,5,1,9,1,2,5,1,1,1.404646800016053,0.4431158999796025,b,placebo
67,68,5,2,7,6,1,5,2,1,1,0.879936599987559,0.4256788000056986,b,placebo
68,69,6,8,5,6,3,6,7,1,0,1.197373200004222,0.258351099997526,b,placebo
69,70,4,8,3,9,3,4,8,1,1,1.2883241999952588,0.5159230999997817,b,placebo
70,71,9,8,3,9,3,9,8,1,1,0.7441285999957472,0.2427071999991312,b,placebo
71,72,5,6,6,6,1,5,6,1,1,0.820787200005725,0.2222696999961044,b,placebo
72,73,9,5,3,9,1,9,5,1,1,0.831202100001974,0.5298644000140484,b,placebo
73,74,9,2,6,9,3,9,2,1,1,0.7871534999867436,0.4974011000012979,b,placebo
74,75,9,7,5,6,3,9,7,1,1,0.6136583000188693,0.3748865000088699,b,placebo
75,76,9,3,7,9,3,9,3,1,1,0.718770699982997,0.505547899985686,b,placebo
76,77,9,7,5,6,3,9,7,1,1,0.6799113000161014,0.3304489000001922,b,placebo
77,78,3,8,6,9,1,3,8,1,1,0.9810540000034962,0.6396205000055488,b,placebo
78,79,2,8,1,6,3,6,8,0,1,2.038593100005528,0.3639879999973345,b,placebo
79,80,3,5,7,9,3,3,5,1,1,0.846690199978184,0.4146251000056509,b,placebo
80,81,5,8,7,9,1,5,8,1,1,0.8154482000099961,0.5642631000082474,b,placebo
81,82,3,6,4,9,3,3,6,1,1,1.2942319999856409,0.4451265000097919,b,placebo
82,83,5,8,1,9,1,5,8,1,1,1.2773842999886256,0.4994299999962095,b,placebo
83,84,7,6,7,9,3,7,6,1,1,0.8252434000023641,0.2347721999976784,b,placebo
84,85,7,4,3,9,1,7,4,1,1,0.8506952000025194,0.4349571999919135,b,placebo
85,86,2,7,4,9,3,2,7,1,1,0.9327826000226196,0.9707384000066668,b,placebo
86,87,4,7,5,9,3,4,7,1,1,0.857348199991975,0.5645087999873795,b,placebo
87,88,3,7,4,6,3,3,7,1,1,1.027642900007777,0.596480199979851,b,placebo
88,89,8,3,7,9,1,8,3,1,1,0.8630861999990884,0.4561573000100907,b,placebo
89,90,8,2,4,9,1,8,2,1,1,0.8486858000105713,0.5778221000218764,b,placebo
90,91,9,6,4,6,3,9,6,1,1,0.8068457999906968,0.3297623999824282,b,placebo
91,92,8,2,3,6,3,8,2,1,1,1.0045006000145804,0.4913019000086933,b,placebo
92,93,8,5,1,9,1,8,5,1,1,1.125076700001955,0.4742225999943912,b,placebo
93,94,3,6,2,6,3,3,6,1,1,1.2224988999951163,0.4602252999902703,b,placebo
94,95,3,2,1,6,1,3,2,1,1,1.1139814000052866,0.1729168999881949,b,placebo
95,96,8,3,3,6,1,8,3,1,1,0.9749176000186708,0.5142450999992434,b,placebo
96,97,2,9,4,9,1,2,9,1,1,0.9923730999871624,0.7119666000071447,b,placebo
97,98,4,6,4,9,3,2,6,0,1,1.2341507000091951,0.7640129000064917,b,placebo
98,99,7,9,3,9,1,7,9,1,1,0.9490669000078924,0.4206141000031493,b,placebo
99,100,4,5,6,9,3,4,5,1,1,0.9795137000037356,0.1550106999929994,b,placebo
100,101,5,7,4,9,1,5,7,1,1,1.130624400015222,0.5299983999866527,b,placebo
101,102,7,2,3,6,1,7,2,1,1,1.1246546999900602,0.5385881999973208,b,placebo
102,103,5,4,7,6,1,5,4,1,1,0.9854310000082478,0.2506106999935582,b,placebo
103,104,6,7,3,9,3,6,7,1,1,0.8984776999859605,0.1992911999986972,b,placebo
104,105,8,4,6,6,1,8,4,1,1,1.0257559999881778,0.4261028000037186,b,placebo
105,106,4,8,7,6,1,4,7,1,0,1.7411234000173863,0.6120474000053946,b,placebo
106,107,5,3,2,9,1,5,3,1,1,1.2225582000100983,0.258869000012055,b,placebo
107,108,3,8,6,9,3,3,8,1,1,1.0778966000070795,0.5250491000188049,b,placebo
108,109,9,7,5,9,1,9,7,1,1,1.5987904999929017,0.3183730999880936,b,placebo
109,110,3,4,5,9,1,3,4,1,1,1.2498847999959253,0.1980155000055674,b,placebo
110,111,4,8,6,9,1,4,8,1,1,1.1635201000026427,0.5084467000269797,b,placebo
111,112,2,3,6,9,1,2,3,1,1,1.1455716000054963,0.2507814999844413,b,placebo
112,113,2,7,4,9,3,2,7,1,1,1.0606216000160202,0.6593799999973271,b,placebo
113,114,4,8,3,9,1,4,8,1,1,1.1272961999929976,0.5239487000217196,b,placebo
114,115,7,3,6,6,3,7,3,1,1,1.2310309000022244,0.4610940999991726,b,placebo
115,116,8,6,7,9,1,8,6,1,1,1.3046470999834128,0.306577900017146,b,placebo
116,117,6,4,3,6,1,6,4,1,1,1.2237552999868058,0.3150859999877866,b,placebo
117,118,7,5,3,6,1,7,5,1,1,1.145976800005883,0.2983593999815639,b,placebo
118,119,4,7,1,9,3,4,3,1,0,1.8675010000006296,0.2104513000231236,b,placebo
119,120,8,5,2,9,1,8,5,1,1,1.1573677000124007,0.4424368000181857,b,placebo
120,121,5,4,2,6,3,5,6,1,0,1.6622275999980047,0.2327144999871961,b,placebo
121,122,7,2,1,6,1,7,2,1,1,1.671539600007236,0.5144416999828536,b,placebo
122,123,9,6,5,9,3,9,6,1,1,1.4667298999847844,0.3144779000140261,b,placebo
123,124,9,5,4,9,3,9,5,1,1,1.0963086000119802,0.4353650000120979,b,placebo
124,125,5,7,2,6,1,5,7,1,1,1.334706499997992,0.3395516999880783,b,placebo
125,126,6,7,5,9,3,6,7,1,1,1.159411500004353,0.2428003000095486,b,placebo
126,127,2,3,6,9,1,2,3,1,1,1.0661387000000104,0.2208550999930594,b,placebo
127,128,5,8,1,6,1,5,8,1,1,1.5904018000001088,0.457949000003282,b,placebo
128,129,3,9,4,6,1,3,9,1,1,1.21135639998829,0.7499695000005886,b,placebo
129,130,4,8,1,9,3,4,8,1,1,1.2972615000035148,0.6020248999993782,b,placebo
130,131,7,2,6,9,3,7,2,1,1,0.954839100013487,0.8365252999938093,b,placebo
131,132,3,7,3,9,1,3,7,1,1,1.3322776000131853,0.5016646000149194,b,placebo
132,133,7,4,2,6,3,7,4,1,1,0.9026999999769032,0.3845508999947924,b,placebo
133,134,7,4,1,6,1,7,4,1,1,1.1677920000220183,0.4354703999997582,b,placebo
134,135,5,6,1,9,1,5,6,1,1,1.5282081000041217,0.2105435999983456,b,placebo
135,136,4,8,4,6,1,4,8,1,1,1.28787359999842,0.4862969999958295,b,placebo
136,137,8,4,7,6,1,8,4,1,1,1.137205700011691,0.3781138999911491,b,placebo
137,138,5,6,5,6,1,5,6,1,1,1.2192157999961637,0.187498899991624,b,placebo
138,139,2,4,5,9,1,2,4,1,1,1.103844500001287,0.3402303000038955,b,placebo
139,140,2,5,7,9,3,2,5,1,1,0.98434900000575,0.4530030000023544,b,placebo
0,1,3,8,1,9,3,4,3,0,0,2.7731053000024986,0.5856745000055525,a,placebo
1,2,8,7,5,6,1,8,7,1,1,1.4845751999819186,2.076940700004343,a,placebo
2,3,3,4,6,9,1,3,4,1,1,1.226639000000432,1.0356087999825832,a,placebo
3,4,3,7,7,9,1,3,7,1,1,1.2786265999893658,0.7641030999948271,a,placebo
4,5,5,8,1,6,1,5,8,1,1,1.0000167000107467,0.5630632999818772,a,placebo
5,6,9,5,6,9,1,9,5,1,1,1.492542100022547,0.6248098000069149,a,placebo
6,7,7,5,4,6,3,7,5,1,1,1.1324831000238191,0.5369241000153124,a,placebo
7,8,8,6,5,9,3,8,6,1,1,0.8833371000073384,0.4816582999774255,a,placebo
8,9,7,9,6,9,1,7,3,1,0,1.3072685000079218,0.5369060999946669,a,placebo
9,10,2,6,7,6,1,2,6,1,1,1.1425561000069138,0.6839573999750428,a,placebo
10,11,2,8,2,6,3,2,8,1,1,0.954112100007478,0.7404239000170492,a,placebo
11,12,5,2,3,6,3,5,2,1,1,0.611250200017821,0.5772260999947321,a,placebo
12,13,5,3,1,9,1,5,3,1,1,1.0237626000016462,0.6499237999960314,a,placebo
13,14,8,4,4,9,1,8,4,1,1,1.1278878999873996,0.7459175999974832,a,placebo
14,15,8,5,6,6,1,8,5,1,1,0.9784445999830496,0.6013703999924473,a,placebo
15,16,2,3,4,6,3,2,3,1,1,0.9021728999796323,0.5706443999952171,a,placebo
16,17,5,6,4,6,3,5,6,1,1,0.933250899979612,0.4505189999763388,a,placebo
17,18,8,5,1,6,1,8,5,1,1,1.2046428000030571,0.5130732999823522,a,placebo
18,19,4,6,3,9,3,4,5,1,0,1.266187600005651,0.8658389000047464,a,placebo
19,20,9,8,2,6,1,9,6,1,0,1.6794372000149451,0.9779689999995752,a,placebo
20,21,6,9,2,9,1,6,9,1,1,1.2678615000040736,0.5710997999995016,a,placebo
21,22,4,8,7,9,1,4,8,1,1,1.1512383999943268,0.6513715000182856,a,placebo
22,23,2,6,3,9,3,2,6,1,1,0.8367287000000942,0.6999606000026688,a,placebo
23,24,6,7,7,6,3,6,7,1,1,0.5852185999974608,0.4259523999935481,a,placebo
24,25,2,3,6,9,1,2,3,1,1,1.5135147999972105,0.5544748000102118,a,placebo
25,26,4,9,3,6,1,4,9,1,1,1.1698465000081342,0.812210000003688,a,placebo
26,27,5,2,2,6,1,5,2,1,1,0.962780700006988,0.5928842000139412,a,placebo
27,28,2,7,1,9,1,2,7,1,1,1.5912749000126496,0.6835471999947913,a,placebo
28,29,5,4,2,9,1,5,4,1,1,0.8469435999868438,0.4418809999770019,a,placebo
29,30,9,6,1,6,3,9,5,1,0,1.1981807999836749,0.8806530000001658,a,placebo
30,31,6,8,4,6,3,6,8,1,1,0.567627700016601,0.4668633000110276,a,placebo
31,32,3,6,3,6,3,3,6,1,1,0.9062441000132822,0.6342908999940846,a,placebo
32,33,2,8,7,6,3,2,8,1,1,0.8732852999819443,0.6766286000201944,a,placebo
33,34,3,6,5,9,1,3,6,1,1,0.8031618999957573,0.771514499996556,a,placebo
34,35,9,5,7,6,3,9,5,1,1,1.122022100025788,0.5606613999989349,a,placebo
35,36,8,3,7,6,3,8,3,1,1,0.8917237999849021,0.5767491000005975,a,placebo
36,37,4,5,3,6,3,4,5,1,1,0.932974399998784,0.3805954999988898,a,placebo
37,38,9,8,3,9,3,9,8,1,1,0.7740825999935623,0.3680539000197314,a,placebo
38,39,5,2,4,9,3,5,2,1,1,1.2140421000076458,0.5450589999963995,a,placebo
39,40,9,6,5,9,3,4,6,0,1,2.558023199992021,0.3220165999955497,a,placebo
40,41,6,5,4,9,3,6,5,1,1,0.800496000010753,0.3448818000033498,a,placebo
41,42,9,3,1,9,3,9,3,1,1,1.0353590000013355,0.7284498999943025,a,placebo
42,43,5,9,7,9,3,5,9,1,1,1.1734622000076342,0.6277227999817114,a,placebo
43,44,6,8,7,9,1,6,8,1,1,0.732084900024347,0.3227131000021472,a,placebo
44,45,8,3,5,6,3,8,3,1,1,0.4264899000118021,0.6403645000245888,a,placebo
45,46,8,6,3,9,1,8,6,1,1,0.7643749999988358,0.593729499989422,a,placebo
46,47,5,2,3,9,3,5,2,1,1,0.8435020000033546,0.6103371999925002,a,placebo
47,48,6,8,5,6,1,6,8,1,1,0.9834602000191808,0.466419299977133,a,placebo
48,49,6,8,5,9,1,6,8,1,1,0.7494135000160895,0.5468895999947563,a,placebo
49,50,3,6,2,6,1,3,6,1,1,1.4579623999889009,0.4424286999856122,a,placebo
50,51,4,9,6,6,1,4,9,1,1,1.0147808000037912,0.6273307999945246,a,placebo
51,52,9,6,6,9,1,4,6,0,1,1.872876400011592,0.8107244999846444,a,placebo
52,53,3,4,6,9,3,3,4,1,1,0.5385225999925751,0.316787599993404,a,placebo
53,54,7,2,2,9,1,7,2,1,1,2.037658899993403,0.560592199995881,a,placebo
54,55,2,5,5,9,1,2,5,1,1,1.4097408000088762,0.5420906999788713,a,placebo
55,56,7,6,7,6,3,7,6,1,1,0.827881899982458,0.3458232999837491,a,placebo
56,57,3,5,1,6,3,3,5,1,1,1.1827726000046823,0.3810004999977536,a,placebo
57,58,8,9,6,6,3,8,9,1,1,0.9175499000120908,0.2981027000059839,a,placebo
58,59,5,9,5,9,1,5,9,1,1,1.00019149997388,0.7563016999920364,a,placebo
59,60,3,5,3,9,3,3,5,1,1,0.7942168999870773,0.6904520999814849,a,placebo
60,61,2,9,2,6,1,2,9,1,1,0.926269699994009,0.7331100000010338,a,placebo
61,62,4,6,1,9,1,4,6,1,1,1.6227145999728236,0.4424021999875549,a,placebo
62,63,8,3,3,9,1,8,3,1,1,1.1953093000047377,0.6322777000023052,a,placebo
63,64,5,7,2,6,1,5,7,1,1,0.9302987999981268,0.457971700001508,a,placebo
64,65,3,6,1,6,3,3,7,1,0,1.3640688000014052,0.995675400015898,a,placebo
65,66,2,8,7,6,3,2,8,1,1,0.8702774999837857,0.581232500000624,a,placebo
66,67,4,3,3,9,1,4,3,1,1,1.159585100016557,0.3932776000001468,a,placebo
67,68,8,6,5,6,3,8,6,1,1,0.917404300009366,0.3610310999793,a,placebo
68,69,7,9,6,6,3,7,9,1,1,0.5220077999983914,0.3574745999940205,a,placebo
69,70,2,7,3,9,1,2,7,1,1,1.438669099996332,0.6354102999903262,a,placebo
70,71,9,2,4,6,3,9,2,1,1,0.7722346000082325,0.6175969000032637,a,placebo
71,72,8,5,3,6,1,6,5,0,1,0.949934400006896,1.7339847999974154,a,placebo
72,73,5,9,2,9,1,5,9,1,1,1.1403164000075776,0.7397097999928519,a,placebo
73,74,5,6,4,9,1,5,6,1,1,0.9221286000101828,0.2625414000067394,a,placebo
74,75,6,3,6,6,1,6,3,1,1,1.216023499990115,0.4809302999929059,a,placebo
75,76,2,7,7,9,1,2,7,1,1,1.2319977000006477,0.6122313000087161,a,placebo
76,77,6,9,1,9,3,6,9,1,1,1.0977202999929432,0.6996837000187952,a,placebo
77,78,9,3,2,6,1,9,3,1,1,1.0762216000002809,0.5680352000053972,a,placebo
78,79,7,9,5,9,3,7,9,1,1,0.5519290000083856,0.4826083999942057,a,placebo
79,80,5,3,1,6,3,5,3,1,1,1.1464653000002727,0.7778510000207461,a,placebo
80,81,7,4,6,6,1,7,4,1,1,1.0034495999861974,0.4174840000050608,a,placebo
81,82,5,7,5,9,1,5,7,1,1,1.4695632999937516,0.3545096000016201,a,placebo
82,83,9,2,5,9,1,9,2,1,1,0.9757259000034536,0.3511992999992799,a,placebo
83,84,2,9,2,6,3,2,9,1,1,0.9870503000274766,0.7587116000067908,a,placebo
84,85,4,2,5,6,3,4,2,1,1,0.8330514999979641,0.3448344999924302,a,placebo
85,86,3,5,7,9,1,3,5,1,1,1.3504115999967323,0.3463743999891449,a,placebo
86,87,3,9,7,6,1,3,9,1,1,1.2301813999947626,0.3009003000042867,a,placebo
87,88,8,7,6,9,3,7,8,0,0,0.9271762999997007,0.5221699000103399,a,placebo
88,89,3,9,7,6,3,3,9,1,1,0.90515669999877,0.2211280000046827,a,placebo
89,90,7,4,3,6,1,7,4,1,1,1.1410885999794118,0.3532368000014685,a,placebo
90,91,3,4,4,6,3,3,4,1,1,0.6814554999873508,0.2577672000043094,a,placebo
91,92,6,2,1,9,1,6,2,1,1,1.195896999997785,0.5045282999926712,a,placebo
92,93,3,2,2,9,3,3,2,1,1,0.8619981000083499,0.2568883999774698,a,placebo
93,94,6,9,2,9,3,6,9,1,1,0.7093183000106364,0.5631426000036299,a,placebo
94,95,8,2,1,6,3,8,2,1,1,0.844129500008421,0.3677596000197809,a,placebo
95,96,9,2,6,9,3,9,2,1,1,0.4248509000171907,0.535589400009485,a,placebo
96,97,2,6,6,6,1,2,6,1,1,0.8542691000038758,0.3953516000183299,a,placebo
97,98,7,3,1,6,1,2,7,0,0,1.745231299981242,0.2843164000078104,a,placebo
98,99,9,4,7,9,1,9,4,1,1,0.9178690999979152,0.4323998000181746,a,placebo
99,100,6,7,5,6,3,6,7,1,1,1.0101500000164378,0.2968263000075239,a,placebo
100,101,8,4,4,6,3,8,4,1,1,0.7697803000046406,0.36880550000933,a,placebo
101,102,4,3,3,9,3,4,3,1,1,0.912570099986624,0.3208232999895699,a,placebo
102,103,5,9,5,6,1,5,9,1,1,1.434602499997709,0.2435126000200398,a,placebo
103,104,6,8,4,6,3,6,8,1,1,0.7175482000166085,0.2555108000233304,a,placebo
104,105,2,7,4,9,1,2,7,1,1,0.902597699983744,0.2933522000093944,a,placebo
105,106,4,6,2,9,3,4,6,1,1,0.7136927000246942,0.2740016000170726,a,placebo
106,107,4,3,1,9,1,4,3,1,1,0.7983761999930721,0.2567181999911554,a,placebo
107,108,7,9,4,9,3,7,9,1,1,0.6929713000135962,0.5166725000017323,a,placebo
108,109,9,5,5,6,3,9,5,1,1,0.8457704999891575,0.3761960999981966,a,placebo
109,110,8,2,1,6,1,8,2,1,1,0.831424900010461,0.5033112999808509,a,placebo
110,111,5,2,6,9,1,5,2,1,1,0.7137739000027068,0.5936549999751151,a,placebo
111,112,2,5,4,6,3,2,5,1,1,0.1572023000044282,0.3950332000094931,a,placebo
112,113,3,6,6,6,3,3,6,1,1,1.0615572999813594,0.4026049999811221,a,placebo
113,114,6,7,6,6,1,6,7,1,1,0.797054599999683,0.2656567999802064,a,placebo
114,115,5,3,3,9,1,5,3,1,1,0.8151453000027686,0.5935806999914348,a,placebo
115,116,4,5,7,9,3,4,3,1,0,0.8639842999982648,0.2404881999827921,a,placebo
116,117,9,4,5,9,3,9,4,1,1,1.051817800005665,0.6962449999991804,a,placebo
117,118,5,4,7,6,1,5,4,1,1,1.3744063999911305,0.2892371000198181,a,placebo
118,119,3,4,1,9,3,3,4,1,1,1.2574208000150977,0.258388999995077,a,placebo
119,120,7,2,2,6,3,7,2,1,1,0.6744140999799129,0.528669000021182,a,placebo
120,121,5,9,2,6,1,5,7,1,0,1.161594300006982,0.2044731000205502,a,placebo
121,122,8,9,5,9,3,8,2,1,0,2.1641044999996666,0.3278515000129118,a,placebo
122,123,9,3,6,9,1,9,3,1,1,1.0523427999869457,0.3753254000039305,a,placebo
123,124,3,7,1,6,1,3,7,1,1,1.7871381999866571,0.2186913000186905,a,placebo
124,125,7,3,6,6,3,7,3,1,1,0.4789355999964755,0.6660623000061605,a,placebo
125,126,7,2,4,6,1,7,2,1,1,0.8928763000003528,0.5764785000064876,a,placebo
126,127,7,2,2,6,1,7,2,1,1,0.7225633000198286,0.3212260000000242,a,placebo
127,128,3,4,3,6,3,3,4,1,1,0.9650439999822992,0.2900430000154301,a,placebo
128,129,7,8,7,6,1,7,8,1,1,0.7865043999918271,0.2585245000082068,a,placebo
129,130,6,8,7,9,1,6,8,1,1,0.7442312999919523,0.322198899986688,a,placebo
